Autores,Nombre_Publicacion,Año_pub_edicion,Año_original,Desfasaje,Confianza,Nota
nancy jean-luc,nc,2016,2014.0,2.0,alta,"La obra ""¿Por qué obedecemos?"" de Jean-Luc Nancy fue publicada originalmente en francés bajo el título ""Tu vas obéir!"" en 2014."
narahara karine lopes,em territorio mapuche. petroleiras e cosmopolíticas na patagonia argentina,2022,2022.0,0.0,alta,"La obra es la tesis doctoral de Karine Lopes Narahara, defendida en 2018 y publicada como libro en 2022 por la editorial Ape'Ku."
navarro celeste verónica,"más allá (y más acá) del diálogo de saberes, perspectivas situadas sobre políticas públicas y gestión participativa del conocimiento",2022,2022.0,0.0,alta,"El capítulo forma parte de una obra publicada en 2022, y no se encontraron publicaciones previas del capítulo o de la obra completa."
mora sabrina,cuerpos plurales. antropología de y desde los cuerpos,2010,2010.0,0.0,alta,"El capítulo ""Entre las zapatillas de punta y los pies descalzos"" de Sabrina Mora fue publicado originalmente en la compilación ""Cuerpos plurales. Antropología de y desde los cuerpos"" en 2010 por Edito"
"moreno martin, wainerman catalina",los censos del 90. características económicas de la población,1990,1987.0,3.0,alta,"El capítulo ""Hacia el reconocimiento censal de las mujeres trabajadoras"" de Wainerman y Moreno Martín fue publicado en 1987 como parte de ""Los censos del 90. Características económicas de la población"
morgan edmund,la invención del pueblo. el surgimiento de la soberanía popular en inglaterra y estados unidos,2006,1988.0,18.0,alta,"Varias fuentes confirman que la primera edición de ""Inventing the People: The Rise of Popular Sovereignty in England and America"" de Edmund S. Morgan fue publicada en 1988 por W. W. Norton & Company."
morgan edmund,nc,2006,1988.0,18.0,alta,"La obra ""Inventing the People: The Rise of Popular Sovereignty in England and America"" de Edmund S. Morgan fue publicada originalmente en inglés en 1988 por W. W. Norton & Company."
moritz schwarcz lilia,nc,2017,1993.0,24.0,alta,"La obra ""O espetáculo das raças: cientistas, instituições e questão racial no Brasil, 1870-1930"" de Lilia Moritz Schwarcz fue publicada originalmente en portugués por Companhia das Letras en 1993."
"morresi sergio, saferstein ezequiel, vicente martín",clepsidra,2021,2021.0,0.0,alta,"El artículo ""Ganar la calle. Repertorios, memorias y convergencias de las manifestaciones derechistas argentinas"" fue publicado en la revista Clepsidra, Volumen 8, Número 15, en abril de 2021."
"morresi sergio, vommaro gabriel",saap,2014,2014.0,0.0,alta,"El artículo ""Unidos y diversificados: la construcción del partido PRO en la CABA"" de Morresi y Vommaro fue publicado en la Revista SAAP, vol. 8, núm. 2, en diciembre de 2014."
nercesian inés,fermentum. revista venezolana de sociología y antropología,2006,2006.0,0.0,alta,"El artículo ""Organizaciones armadas y dictadura institucional en Brasil en la década del sesenta"" de Inés Nercesian fue publicado en el volumen 16, número 46 de la revista Fermentum. Revista Venezolan"
nietzsche friedrich,nc,1995,1882.0,113.0,baja,"Extraído de texto libre: AÑO_ORIGINAL:
Genealogía de la moral: 1887
La ciencia jovial: 1882
Crepúsculo de los ídolos: 1889
CO"
noel gabriel,cuaderno lucien levy bruhl,2012,2012.0,0.0,alta,"""Una invitación a la lectura de Lévy-Bruhl"" de Noel Gabriel es un capítulo introductorio a la edición de Eudeba de 2012 de los ""Cuadernos"" de Lucien Lévy-Bruhl."
nogueira sylvia,identidades discursivas: enfoques retórico-argumentativos,2017,2017.0,0.0,alta,"El capítulo ""Entre enemigos y traidores: la conformitas en la retórica de la primera resistencia peronista (1955-1958)"" de Sylvia Nogueira fue publicado originalmente en la compilación ""Identidades di"
noguera josé antonio,papers. revista de sociología,1996,1996.0,0.0,alta,"El artículo ""La teoría crítica de Frankfurt a Habermas. Una ""traducción"" de la teoría de la acción comunicativa a la sociología"" de José Antonio Noguera fue publicado en ""Papers. Revista de Sociología"
nohlen dieter,sistemas electorales y partidos políticos,1994,1990.0,4.0,alta,"La obra original de Dieter Nohlen, ""Wahlrecht und Parteiensystem"", se publicó en alemán en 1990. La edición en español ""Sistemas Electorales y Partidos Políticos"" de 1994/1995 es una traducción y reim"
nolan riall,nc,2003,2003.0,0.0,alta,La información de la editorial y el año de publicación de la edición que tengo registrada coinciden con la primera publicación original.
novick susana,documento de trabajo nº11 - instituto de investigaciones gino germani,1999,1999.0,0.0,alta,"El ""Documento de Trabajo nº11 - Instituto de Investigaciones Gino Germani"" es una publicación del propio instituto, y la fecha de la edición registrada (1999) coincide con el formato de publicación de"
novick susana,estudios demográficos y urbanos,1995,1995.0,0.0,alta,"El artículo ""Políticas de población en la Argentina: 1870-1989. Una visión desde el Estado"" de Susana Novick fue publicado en el volumen 10, número 2 de la revista ""Estudios Demográficos y Urbanos"" en"
nuñez seixas xosé,"en el nombre de la patria. juventud, nacionalismos cotidianos y emociones patrióticas (argentina 1955-1979)",2021,2020.0,1.0,alta,"El capítulo ""Las emociones de la patria, ese oscuro objeto del deseo historiográfico"" de Xosé M. Núñez Seixas fue publicado originalmente en la compilación ""En el nombre de la patria. Juventud, nacion"
nájera espinoza ozziel,antropología experimental,2019,2019.0,0.0,alta,"El artículo ""La antropología de la historia. La memoria y los usos sociales y políticos del pasado. Exploraciones sobre la perpetua danza de la antropología y la historia"" de Ozziel Nájera Espinosa fu"
offe claus,contradicciones en el estado de bienestar,1990,1984.0,6.0,alta,"""Contradictions of the Welfare State"" de Claus Offe fue publicado originalmente en inglés en 1984 como una colección de ensayos editada por John Keane."
"muschietti marcelo, seoane carolina, zunino carolina",el taller del escritor universitario,2007,2007.0,0.0,alta,"""El taller del escritor universitario"" es una compilación coordinada por Irene Klein y publicada por Prometeo Libros en 2007. El capítulo ""La situación enunciativa del género académico"" de Muschietti,"
muyolema armando,"convergencia de tiempos. estudios subalternos/contextos latinoamericanos. estado, cultura, subalternidad",2001,2001.0,0.0,alta,"El capítulo ""De la ‘cuestión indígena’ a lo ‘indígena’ como cuestionamiento. Hacia una crítica del latinoamericanismo, el indigenismo y el mestiz(o)aje"" de Armando Muyolema fue publicado originalmente"
míguez pablo,nómadas. revista crítica de ciencias sociales y jurídicas,2009,2009.0,0.0,alta,"El artículo ""El nacimiento del Estado Moderno y los Orígenes de la Economía Política"" de Pablo Míguez fue publicado en el número 22 (2009.2) de la revista ""Nómadas. Revista Crítica de Ciencias Sociale"
"nacuzzi lidia, lucaioli carolina",publicar en antropología y ciencias sociales,2011,2011.0,0.0,alta,"El artículo ""El trabajo de campo en el archivo: campo de reflexión para las ciencias sociales"" de Nacuzzi y Lucaioli fue publicado en la revista ""Publicar en Antropología y Ciencias Sociales"" en el vo"
orna donath,madres arrepentidas. una mirada radical a la maternidad y sus falacias sociales,2016,2016.0,0.0,alta,"La edición en español ""Madres arrepentidas"" de 2016 es una traducción de la obra original en alemán ""Regretting Motherhood: Wenn Mütter bereuen"", publicada en 2016."
"ortiz ricardo, schorr martín",los años de alfonsín ¿el poder de la democracia o la democracia del poder?,2006,2006.0,0.0,alta,"El capítulo ""Crisis del Estado y pujas interburguesas. La economía política de la hiperinflación"" de Ortiz y Schorr fue publicado en la compilación ""Los años de Alfonsín ¿El poder de la democracia o l"
ortner sherry,etnografías contemporáneas,2009,1999.0,10.0,alta,"El capítulo ""Resistencia densa: muerte y construcción cultural de agencia en el montañismo himalayo"" es parte del libro ""Life and Death on Mount Everest: Sherpas and Himalayan Mountaineering"" de Sherr"
ortner sherry,papeles de trabajo,2009,1999.0,10.0,alta,"El capítulo ""Dense Resistance: Death and the Cultural Construction of Agency in Himalayan Mountaineering"" de Sherry Ortner fue publicado originalmente en 1999 en la revista ""Representations"", vol. 67,"
"osterhammel jürgen, petersson niels",breve historia de la globalización,2019,2003.0,16.0,alta,"La versión original en alemán, ""Geschichte der Globalisierung"", se publicó en 2003. La traducción al inglés, ""Globalization: A Short History"", se publicó en 2005."
otero hernán,mimeo,2010,2010.0,0.0,alta,"La obra ""La transición demográfica argentina. Una perspectiva de largo plazo"" de Hernán Otero fue presentada como ponencia en el IV Congreso de la Asociación Latinoamericana de Población (ALAP) en 201"
"benavides mayumi okuda, gómez-restrepo carlos",revista colombiana de psiquiatría,2005,2005.0,0.0,alta,"El artículo ""Métodos en investigación cualitativa: triangulación"" de Mayumi Okuda Benavides y Carlos Gómez-Restrepo fue publicado en la Revista Colombiana de Psiquiatría, vol. 34, no. 1, en enero/marz"
benza gabriela,la sociedad argentina hoy. radiografía de una nueva estructura,2016,2016.0,0.0,alta,"El capítulo ""La estructura de clases argentina durante la década 2003-2013"" de Gabriela Benza fue publicado originalmente en la compilación ""La sociedad argentina hoy. Radiografía de una nueva estruct"
"benza gabriela, kessler gabriel",anuario de historia virtual,2022,2022.0,0.0,alta,"El artículo ""Lo frágil también se desvanece en el aire. Retrocesos sociales por la pandemia luego del ciclo posneoliberal"" de Benza y Kessler fue publicado en el Anuario de la Escuela de Historia Virt"
"benza gabriela, kessler gabriel",la ¿nueva? estructura social de américa latina. cambios y persistencias después de la ola de gobiernos progresistas,2021,2020.0,1.0,alta,"Múltiples fuentes indican que la primera publicación de la obra fue en 2020 por Siglo XXI Editores, con presentaciones del libro en junio de ese año."
benzecry claudio,el fanático de la ópera. etnografía de una obsesión,2012,2012.0,0.0,alta,"La edición de Siglo XXI de 2012 es la primera publicación original en español de la obra de Claudio Benzecry, ""El fanático de la ópera. Etnografía de una obsesión""."
berger john,about looking,1992,1980.0,12.0,alta,"El volumen ""About Looking"" de John Berger, que incluye el capítulo ""Why Look at Animals?"", fue publicado originalmente en 1980."
bergman marcelo,nc,2023,2023.0,0.0,alta,"La edición que tengo registrada es la primera edición original en español, publicada por Fondo de Cultura Económica en 2023."
"berins collier ruth, etchemendy sebastián",postdata,2008,2007.0,1.0,alta,"El capítulo ""Golpeados pero de pie. Resurgimiento sindical y neocorporativismo segmentado en Argentina (2003-2007)"" fue publicado originalmente en la revista *Politics and Society*, Vol. 35, Nº 3, en "
neiburg federico,desarrollo económico. revista de ciencias sociales,2003,2003.0,0.0,alta,"El artículo ""Intimidad y esfera pública. Política y cultura en el espacio nacional argentino"" de Federico Neiburg fue publicado en el volumen 43, número 170 de la revista ""Desarrollo Económico. Revist"
"nemiña pablo, schorr martín",radiografía de la elite económica argentina. estructura y organización en los años noventa,2016,2016.0,0.0,alta,"El capítulo ""Deuda externa y elite económica en la convertibilidad"" de Nemiña y Schorr fue publicado originalmente en la compilación ""Radiografía de la elite económica argentina. Estructura y organiza"
belaunde luisa elvira,sexualidades amazónicas,2018,2018.0,0.0,alta,"La primera edición de ""Sexualidades amazónicas. Género, deseos y alteridades"" de Luisa Elvira Belaúnde fue publicada en julio de 2018 por La Siniestra Ensayos."
"belini claudio, korol juan carlos",historia económica de la argentina en el siglo xx,2012,2012.0,0.0,alta,Múltiples fuentes indican que la edición de 2012 de Siglo XXI Editores es la primera publicación de esta obra.
oxfam,economía nuestra,2024,2024.0,0.0,alta,"El capítulo ""La polarización de la riqueza en la región más desigual del mundo"" forma parte del informe ""Economía Nuestra"" de Oxfam, que se publicó en 2024."
oyěwùmí oyèronké,"la invención de las mujeres. una perspectiva africana sobre los
discursos occidentales del género",2017,1997.0,20.0,alta,"La obra ""The Invention of Women: Making an African Sense of Western Gender Discourses"" de Oyèrónké Oyěwùmí fue publicada originalmente en 1997 por la University of Minnesota Press."
