nombre_autor,genero,pais_nacimiento,region,fecha_nacimiento,fecha_muerte,disciplina,institucion,ciudad_institucion,fuente_principal,confianza,requiere_revision,wikidata_id,openalex_id,notas,pais_institucion
jociles rubio maria isabel,femenino,desconocido,desconocido,desconocido,,Antropología Social,Universidad Complutense de Madrid,Madrid,gemini+web,media-alta,True,,,"María Isabel Jociles Rubio es catedrática de Antropología y doctora en Sociología, y profesora-investigadora del Departamento de Antropología Social de la Universidad Complutense de Madrid (UCM). Su género es claramente femenino por su nombre y por cómo se refieren a ella en todas las fuentes. Aunque tiene un doctorado en Sociología, su cargo actual y sus líneas de investigación se centran en la Antropología Social, específicamente en metodología de la investigación etnográfica, nuevos modelos familiares, adopciones internacionales y técnicas de reproducción asistida. No se encontró información sobre su año de nacimiento ni su país de nacimiento en las fuentes consultadas.",España
jové monclús glòria,femenino,España,Europa,desconocido,,Educación,Universitat de Lleida,Lérida,gemini+web,media-alta,False,,,"El género se infiere del nombre 'Glòria' y de la forma en que se refieren a ella en las diversas fuentes ('Maestra, pedagoga y doctora', 'Profesora'). Su país de nacimiento se deduce de su afiliación principal con la Universitat de Lleida en España y de las publicaciones en español y catalán. No se encontró información explícita sobre su fecha de nacimiento. La disciplina se establece claramente como Educación, ya que es maestra, pedagoga y doctora en Ciencias de la Educación, y profesora en la Universitat de Lleida en formación de maestros. Su institución principal es la Universitat de Lleida.",España
juan carlos portantiero,masculino,Argentina,Argentina,1934,2007,Sociología,"Universidad de Buenos Aires, FLACSO, CONICET, Instituto Di Tella","Buenos Aires, San José",gemini+web,media-alta,False,,,"Juan Carlos Portantiero nació en Buenos Aires, Argentina, en 1934. Falleció en 2007. Se le describe consistentemente como sociólogo e intelectual. Obtuvo su licenciatura en Sociología en la Universidad de Buenos Aires (UBA) en 1966. Fue profesor titular de Sociología en la UBA, decano de la Facultad de Ciencias Sociales de la UBA, investigador del CONICET y profesor investigador en FLACSO México. Su género se infiere de su nombre y de las referencias en las fuentes como 'sociólogo' e 'intelectual'.","Argentina, Costa Rica"
just peter,masculino,desconocido,desconocido,desconocido,,Antropología,Williams College,Williamstown,wikidata,alta,True,Q114432489,,"Se identificó a Peter Just como Profesor Emérito de Antropología en Williams College, lo que confirma su disciplina principal. Sus publicaciones, como 'Social and Cultural Anthropology: A Very Short Introduction' y 'Dou Donggo Justice: Conflict & Morality in an Indonesian Society', refuerzan su enfoque en la antropología. El nombre 'Peter' es comúnmente masculino, y no hay información en las fuentes que sugiera lo contrario. No se encontró información sobre su fecha o país de nacimiento en fuentes académicas o biográficas relevantes. Se descartaron otras personas llamadas Peter Just que no son académicos en ciencias sociales.",Estados Unidos
kabeer naila,femenino,India,Asia,1950,,Economía,London School of Economics and Political Science,Londres,wikidata,alta,False,Q16145338,,,Reino Unido
kane thomas t.,masculino,Austria,Europa,1924,,Mecánica Aplicada,Universidad de Stanford,"Cambridge, Oakland, Los Ángeles",gemini+web,media-alta,False,,,"Se identificó a Thomas T. Kane como Thomas Joseph Kane, un economista de la educación. Nació el 5 de septiembre de 1961 en Estados Unidos. Su disciplina principal es la economía, con un enfoque en la economía de la educación, la economía laboral y la econometría. Ha trabajado en la Harvard Graduate School of Education, el National Bureau of Economic Research y la University of California, Los Angeles. Se descartaron otros 'Thomas Kane' o 'Tom Kane' que eran actores de voz, políticos, jugadores de hockey o de fútbol americano, o figuras históricas, basándose en sus fechas de nacimiento, profesiones y áreas de especialización que no coincidían con el perfil de un autor académico en ciencias sociales o demografía. La mención de 'capítulo 12; capítulo 1; capítulo 2; capítulo 3; capítulo 4; capítulo 5; capítulo 8; capítulo 9' y la editorial 'prb' en el contexto adicional, junto con la materia 'Estudios de población', llevó a buscar publicaciones de Thomas T. Kane con el Population Reference Bureau (PRB). Se encontró que Thomas T. Kane es coautor de 'The Population Reference Bureau's Population Handbook', publicado por PRB, lo que confirma su relevancia en el campo de la demografía y estudios de población.",Estados Unidos
kant immanuel,masculino,Prusia (actual Rusia),Europa,1724,1804,Filosofía,Universidad de Königsberg,Kaliningrado,gemini+web,media-alta,False,,,"Immanuel Kant nació el 22 de abril de 1724 en Königsberg, Prusia (actual Kaliningrado, Rusia), y falleció el 12 de febrero de 1804 en la misma ciudad. Su nombre y las referencias en las fuentes indican que era masculino. Fue un filósofo prusiano de la Ilustración, considerado uno de los pensadores más influyentes de la filosofía moderna. Fue profesor de Lógica y Metafísica en la Universidad de Königsberg.",Rusia
kaplan carina viviana,femenino,Argentina,Argentina,desconocido,,Sociología de la Educación,"Universidad de Buenos Aires, Universidad Nacional de La Plata, CONICET","Buenos Aires, La Plata",gemini+web,media-alta,False,,,"El género se infiere del nombre 'Carina Viviana' y de la forma en que se refieren a ella en las fuentes ('Doctora', 'Profesora', 'Autora'). Su país de nacimiento se infiere de su trayectoria académica y laboral en Argentina, siendo Doctora en Educación por la Universidad de Buenos Aires y Profesora en universidades argentinas. No se encontró información explícita sobre su año de nacimiento. Su disciplina principal es la Sociología de la Educación, aunque también tiene formación en Ciencias de la Educación y Ciencias Sociales. Es investigadora principal del CONICET y profesora en la Universidad de Buenos Aires y la Universidad Nacional de La Plata.",Argentina
karasik gabriela,femenino,Argentina,Argentina,desconocido,,Antropología Social,"Universidad Nacional de Jujuy, CONICET","San Salvador de Jujuy, Buenos Aires",gemini+web,media-alta,False,,,"Gabriela Karasik es identificada como 'Gabriela Alejandra Karasik' en múltiples fuentes, lo que confirma su género femenino. Nació en el AMBA (Área Metropolitana de Buenos Aires), Argentina, y ha vivido en Jujuy por más de 30 años. Es Doctora en Historia y Licenciada en Ciencias Antropológicas. Trabaja como investigadora adjunta en CONICET y es docente en la Universidad Nacional de Jujuy. La fecha de nacimiento no se especifica en las fuentes consultadas. Su publicación 'Tras la genealogía del diablo. Debates sobre la nación y el estado en la frontera argentino-boliviana' fue editada por CICCUS/La Crujía en el año 2000.",Argentina
karine tinat,femenino,Francia,Europa,1976,,Sociología y Antropología,"El Colegio de México, Sciences Po","Ciudad de México, París",gemini+web,media-alta,False,,,"Karine Tinat nació el 26 de enero de 1976 en Bourges, Francia. Es de nacionalidad francesa. Su género se infiere por su nombre y por la información de su estado civil (casada, dos hijas), además de que sus investigaciones se centran en estudios de género y feminismo. Es socióloga y antropóloga, profesora-investigadora en El Colegio de México, afiliada al Centro de Estudios de Género. También ha sido miembro del Centro de Estudios Sociológicos en El Colegio de México. Su trabajo se enfoca en la sociología del cuerpo y la sexualidad, los estudios de género y la teoría feminista. Obtuvo su doctorado en Estudios Hispánicos y Ciencias de la Información y Comunicación por la Universidad de Bourgogne en Francia. Realizó un postdoctorado en antropología social en CIESAS-México D.F. Ha publicado el artículo 'Françoise Héritier: las distintas maneras de ser iguales' en Otros Diálogos de El Colegio de México en 2018.","México, Francia"
karsenti bruno,masculino,Francia,Europa,1966,,Filosofía,École des Hautes Études en Sciences Sociales (EHESS),París,wikidata,alta,False,Q2926844,,,Francia
katz friedrich,masculino,Austria,Europa,1927,2010,Antropología,Universidad de Chicago,Chicago,wikidata,alta,False,Q84848,,,Estados Unidos
katz richard,masculino,Estados Unidos,Anglosajón,1947,,Ciencia Política,Universidad Johns Hopkins,Oxford,wikidata,alta,False,Q57847845,,"Richard S. Katz es identificado como 'American, b. 1947' en Encyclopedia.com, lo que indica su nacionalidad estadounidense y año de nacimiento. Su disciplina principal es la Ciencia Política, con un enfoque en partidos políticos y sistemas electorales. Aunque se menciona su afiliación con la Universidad de Oxford en el contexto de publicaciones y su trabajo en el proyecto de gobierno de partidos, su institución principal actual es la Johns Hopkins University, donde es Profesor Emérito y Academy Professor.",Reino Unido
kauffer michel edith,femenino,Francia,Europa,desconocido,,Ciencia Política,Centro de Investigaciones y Estudios Superiores en Antropología Social (CIESAS),Ciudad de México,gemini+web,media-alta,False,,,"El género se infiere del nombre 'Michel Edith Kauffer' y de la forma en que se refieren a ella en las fuentes ('Doctora', 'Profesora-Investigadora'). Se menciona explícitamente que es Doctora en Ciencia Política por el Instituto de Estudios Políticos de Aix-en-Provence, Francia, lo que indica su país de nacimiento y disciplina principal. No se encontró información sobre su año de nacimiento. Su afiliación principal es el CIESAS (Centro de Investigaciones y Estudios Superiores en Antropología Social).",México
kelly josé,masculino,desconocido,desconocido,desconocido,,Antropología,"Pontificia Universidad Católica del Perú, Universidade Federal de Santa Catarina","Lima, Florianópolis",gemini+web,media-alta,True,,,"Se identifica a José Kelly como antropólogo en múltiples fuentes. Ha publicado trabajos como 'State Healthcare and Yanomami Transformations: A Symmetrical Ethnography' y 'Patrimonialización de la indianidad y anti-mestizaje indígena'. Se menciona su afiliación con la Pontificia Universidad Católica del Perú y la Universidade Federal de Santa Catarina. No se encontró información sobre su fecha de nacimiento, país de nacimiento o fecha de muerte en las fuentes académicas. Las menciones de 'José Kelly' con fechas de nacimiento y nacionalidades específicas corresponden a otras personas (futbolistas, músicos, periodistas, etc.) y no al autor académico buscado.","Perú, Brasil"
kessler gabriel,masculino,Argentina,Argentina,1964,,Sociología,Universidad Nacional de La Plata,La Plata,wikidata,alta,False,Q61790093,,"Gabriel Kessler nació el 11 de octubre de 1964 en Argentina. Es Doctor en Sociología por la École des Hautes Études en Sciences Sociales de París. Es investigador principal del CONICET y profesor de la Universidad Nacional de La Plata. También es profesor en la Universidad Nacional de San Martín (UNSAM). Su disciplina principal es la Sociología, como lo indican sus títulos y afiliaciones.",Argentina
khavisse miguel,masculino,Argentina,Argentina,desconocido,,Economía,Universidad de Buenos Aires,"Buenos Aires, Ciudad de Panamá, Lima",gemini+web,media-alta,False,,,"El género se infiere del nombre 'Miguel'. Se menciona que es sociólogo (UBA, 1968) y que fue investigador en varias instituciones en Argentina, lo que sugiere que su país de nacimiento es Argentina. No se encontró información específica sobre su fecha de nacimiento. Se menciona su fallecimiento en un artículo de FLACSO, pero sin especificar el año. Su disciplina principal es la Sociología, aunque sus trabajos tienen un fuerte componente económico, como se evidencia en sus publicaciones sobre el poder económico en Argentina. Las instituciones donde trabajó o investigó incluyen CISEA, CEDES, CONADE, INPE y FLACSO.","Argentina, Panamá, Perú"
